Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Lake Chad basin crisis in Niger,NER002,Niger,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2,ACAPS Access Methodology,Medium,2,x,x,"NER002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Lake Chad basin crisis in Niger,NER002,Niger,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,NER002Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Lake Chad basin crisis in Niger,NER002,Niger,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,NER002Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Lake Chad basin crisis in Niger,NER002,Niger,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,NER002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Lake Chad basin crisis in Niger,NER002,Niger,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"NER002Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,NER003Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,NER003Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,NER003Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,Ongoing insecurity/hostilities affecting humanitarian assistance,2,ACAPS Access Methodology,Medium,2,x,x,NER003Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"NER003Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,NER003Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,Restriction and obstruction of access to services and assistance,1,ACAPS Access Methodology,Medium,2,x,x,NER003Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,NER003Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Mali/Burkina Faso conflict,NER003,Niger,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"NER003Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,NER004Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,NER004Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,NER004Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,NER004Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2,ACAPS Access Methodology,Medium,2,x,x,"NER004Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,NER004Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,Restriction and obstruction of access to services and assistance,1,ACAPS Access Methodology,Medium,2,x,x,NER004Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,NER004Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Nigerian Refugees,NER004,Niger,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"NER004Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon",Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,REG001Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon",Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,REG001Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon",Interference into implementation of humanitarian activities,1,ACAPS Access Methodology,Medium,2,x,x,REG001Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon",Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,REG001Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"REG001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon",Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,REG001Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon",Restriction and obstruction of access to services and assistance,3,ACAPS Access Methodology,Medium,2,x,x,REG001Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon",Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,REG001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"REG001Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,TCD001Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,TCD001Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,TCD001Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,TCD001Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"TCD001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,TCD001Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,TCD001Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2,ACAPS Access Methodology,Medium,2,x,x,TCD001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Complex crisis in Chad,TCD001,Chad,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"TCD001Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,TCD003Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,TCD003Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,TCD003Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,TCD003Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"TCD003Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,TCD003Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,TCD003Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,TCD003Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"TCD003Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,TCD004Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,TCD004Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,TCD004Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Ongoing insecurity/hostilities affecting humanitarian assistance,1,ACAPS Access Methodology,Medium,2,x,x,TCD004Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,TCD004Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Restriction and obstruction of access to services and assistance,1,ACAPS Access Methodology,Medium,2,x,x,TCD004Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,TCD004Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
CAR refugees in Chad,TCD004,Chad,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"TCD004Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,TCD005Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,TCD005Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,TCD005Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,TCD005Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"TCD005Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,TCD005Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,TCD005Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,TCD005Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"TCD005Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,TGO002Denial of existence of humanitarian needs or entitlements to assistance,2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,TGO002Impediments to entry into country (bureaucratic and administrative),2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,TGO002Interference into implementation of humanitarian activities,2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,Ongoing insecurity/hostilities affecting humanitarian assistance,1,ACAPS Access Methodology,Medium,2,x,x,TGO002Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"TGO002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,TGO002Presence of mines and improvised explosive devices,2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,TGO002Restriction and obstruction of access to services and assistance,2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,TGO002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-23,Humanitarian development
Conflict in northern region,TGO002,Togo,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"TGO002Violence against personnel, facilities and assets",2024-06-23,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,Minimal humanitarian conditions - Level 1,302510,TBC 31/05/2024; TBC 22/05/2024; UNHCR 02/08/2023; City Population accessed at 27/04/2022,Medium ,2,"https://reliefweb.int/report/thailand/thailand-refugee-camp-population-may-2024

https://reliefweb.int/report/thailand/voices-displaced-perspectives-newly-arrived-myanmar-refugees-thailand

https://reliefweb.int/report/thailand/unhcr-thailand-fact-sheet-30-june-2023
https://data.humdata.org/dataset/a5d0b682-1644-4a2d-a9d7-90f1a0fdc959/resource/8c882b9b-c17c-426e-a333-193a6f97f98c/download/tha_admpop_adm2_2023.csv","This group of people is the host community (local people living in the affected districts). They are considered to be minimally affected by the refugee crisis.

Level 1 = Exposed population - Affected population. ",THA003Minimal humanitarian conditions - Level 1,2024-06-27,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Stressed humanitarian conditions - Level 2,0,TBC 31/05/2024; TBC 22/05/2024; UNHCR 02/08/2023,Medium ,2,"https://reliefweb.int/report/thailand/thailand-refugee-camp-population-may-2024

https://reliefweb.int/report/thailand/voices-displaced-perspectives-newly-arrived-myanmar-refugees-thailand

https://reliefweb.int/report/thailand/unhcr-thailand-fact-sheet-30-june-2023","The total number of people affected and in need are the same. It is equal number refugees from Myanmar living in the nine displacement camps near the Thai - Myanmar border (according to TBC) plus 20,000 post February 2021 coup Myanmar refugees living in rural areas of Thailand (according to TBC). All Myanmar refugees are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees in the camps are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. Refugees living in the rural areas of Thailand are reported to be in dire need of humanitarian assistance. Some of these refugees could be in Level 4 or Level 5 but there is not enough information to assign any part of this population to Level 4 or Level 5. The local population is not considered to be affected as they generally do not host any refugees.",THA003Stressed humanitarian conditions - Level 2,2024-06-27,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Severe humanitarian conditions - Level 4,x,TBC 31/05/2024; TBC 22/05/2024; UNHCR 02/08/2023,Medium ,2,"https://reliefweb.int/report/thailand/thailand-refugee-camp-population-may-2024

https://reliefweb.int/report/thailand/voices-displaced-perspectives-newly-arrived-myanmar-refugees-thailand

https://reliefweb.int/report/thailand/unhcr-thailand-fact-sheet-30-june-2023","The total number of people affected and in need are the same. It is equal number refugees from Myanmar living in the nine displacement camps near the Thai - Myanmar border (according to TBC) plus 20,000 post February 2021 coup Myanmar refugees living in rural areas of Thailand (according to TBC). All Myanmar refugees are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees in the camps are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. Refugees living in the rural areas of Thailand are reported to be in dire need of humanitarian assistance. Some of these refugees could be in Level 4 or Level 5 but there is not enough information to assign any part of this population to Level 4 or Level 5. The local population is not considered to be affected as they generally do not host any refugees.",THA003Severe humanitarian conditions - Level 4,2024-06-27,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Extreme humanitarian conditions - Level 5,x,TBC 31/05/2024; TBC 22/05/2024; UNHCR 02/08/2023,Medium ,2,"https://reliefweb.int/report/thailand/thailand-refugee-camp-population-may-2024

https://reliefweb.int/report/thailand/voices-displaced-perspectives-newly-arrived-myanmar-refugees-thailand

https://reliefweb.int/report/thailand/unhcr-thailand-fact-sheet-30-june-2023","The total number of people affected and in need are the same. It is equal number refugees from Myanmar living in the nine displacement camps near the Thai - Myanmar border (according to TBC) plus 20,000 post February 2021 coup Myanmar refugees living in rural areas of Thailand (according to TBC). All Myanmar refugees are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees in the camps are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. Refugees living in the rural areas of Thailand are reported to be in dire need of humanitarian assistance. Some of these refugees could be in Level 4 or Level 5 but there is not enough information to assign any part of this population to Level 4 or Level 5. The local population is not considered to be affected as they generally do not host any refugees.",THA003Extreme humanitarian conditions - Level 5,2024-06-27,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Crisis affected groups,2,TBC 31/05/2024; TBC 22/05/2024; UNHCR 02/08/2023,Medium ,2,"https://reliefweb.int/report/thailand/thailand-refugee-camp-population-may-2024

https://reliefweb.int/report/thailand/voices-displaced-perspectives-newly-arrived-myanmar-refugees-thailand

https://reliefweb.int/report/thailand/unhcr-thailand-fact-sheet-30-june-2023","Population groups affected:
Refugees
Host community (Thai people living in the affected areas)",THA003Crisis affected groups,2024-06-27,Change in the data/methodology
Complex crisis in Somalia,SOM001,Somalia,People facing limited access constraints,x,x,x,x,x,x,SOM001People facing limited access constraints,2024-06-27,Change in the data/methodology
Complex crisis in Somalia,SOM001,Somalia,People facing restricted access constraints,x,x,x,x,x,x,SOM001People facing restricted access constraints,2024-06-27,Change in the data/methodology
Complex crisis in Somalia,SOM001,Somalia,Buildings damaged,x,x,x,x,x,x,SOM001Buildings damaged,2024-06-27,Change in the data/methodology
Complex crisis in Somalia,SOM001,Somalia,Buildings destroyed,x,x,x,x,x,x,SOM001Buildings destroyed,2024-06-27,Change in the data/methodology
Complex crisis in Somalia,SOM001,Somalia,Buildings in affected area,x,x,x,x,x,x,SOM001Buildings in affected area,2024-06-27,Change in the data/methodology
Complex crisis in Somalia,SOM001,Somalia,Economic Losses,x,x,x,x,x,x,SOM001Economic Losses,2024-06-27,Change in the data/methodology
Mixed Migration Flows in Somalia,SOM002,Somalia,Injuries reported,x,x,x,x,x,x,SOM002Injuries reported,2024-06-27,Change in the data/methodology
Afghan Refugees in Iran,IRN004,Iran,Denial of existence of humanitarian needs or entitlements to assistance,2,ACAPS Access Methodology,Medium,2,x,x,IRN004Denial of existence of humanitarian needs or entitlements to assistance,2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,IRN004Impediments to entry into country (bureaucratic and administrative),2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,IRN004Interference into implementation of humanitarian activities,2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,IRN004Ongoing insecurity/hostilities affecting humanitarian assistance,2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2,ACAPS Access Methodology,Medium,2,x,x,"IRN004Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,IRN004Presence of mines and improvised explosive devices,2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,IRN004Restriction and obstruction of access to services and assistance,2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,IRN004Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2024-06-27,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"IRN004Violence against personnel, facilities and assets",2024-06-27,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",Fatalities reported,6,ACLED accessed on 24/02/2024,Medium ,2,https://acleddata.com/dashboard/#/dashboard,The figure represents the number of fatalities between 01 August 2023 and 16 February 2024 related to Nagorno-Karabakh Conflict.,REG013Fatalities reported,2024-06-30,Change in the data/methodology
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",Fatalities in all crises,6,ACLED accessed on 24/02/2024,Medium ,2,https://acleddata.com/dashboard/#/dashboard,The figure represents the number of fatalities between 01 August 2023 and 16 February 2024.,REG013Fatalities in all crises,2024-06-30,Change in the data/methodology
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",People in Need,154399,The Guardian 02/10/2023 ; UNHCR accessed on 24/02/2024; UNHCR accessed on 24/02/2024 ; IFRC 07/10/2022 ; UNHCR 27/06/2022,Medium ,2,"https://data2.unhcr.org/en/country/arm?secret=unhcrrestricted ; https://reliefweb.int/report/armenia/armenia-population-movement-2022-dref-application-mdram010 ;  https://data.unhcr.org/en/documents/details/94135; https://www.theguardian.com/world/2023/oct/02/nagorno-karabakh-ghost-town-un-ethnic-armenians-azerbaijan#:~:text=%E2%80%9CAs%20few%20as%2050%20to,the%20experience%20must%20have%20caused.%E2%80%9D ",The figure represents the number of people in need (resultling from the Nagorno-Karabakh Conflict) in Azerbijan and Armenia. ,REG013People in Need,2024-06-30,Change in the data/methodology
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",Minimal humanitarian conditions - Level 1,2552192,"The State Statistical Committee of the Republic of Azerbaijan accessed on 24/02/2024 ;
JAM news 07/07/2021 ;  UNHCR accessed on 24/02/2024 ; UNHCR 27/06/2022 ; crisis group accessed on 30/05/2023; Statistical Committee of Armenia accessed on 24/02/2024 ;  UNHCR 27/06/2022 ; IFRC 7/10/2022 ; IFRC 12/06/2023 ; UNHCR accessed on 24/02/2024 ",Medium ,2,"https://armstat.am/en/?nid=111 ;  https://data2.unhcr.org/en/country/arm?secret=unhcrrestricted ; https://reliefweb.int/report/armenia/armenia-population-movement-2022-dref-application-mdram010 ; https://reliefweb.int/report/armenia/armenia-population-movement-dref-operation-ndeg-mdram010-final-report ; 
 https://data.unhcr.org/en/documents/details/94135; https://www.stat.gov.az/source/demoqraphy/ap/?lang=en
https://jam-news.net/karabakh-and-east-zangezur-economic-regions-are-created-in-azerbaijan/ ; https://data.unhcr.org/en/documents/details/93878 ;
https://www.crisisgroup.org/content/nagorno-karabakh-conflict-visual-explainer; https://www.stat.gov.az/source/demoqraphy/ap/?lang=en
https://jam-news.net/karabakh-and-east-zangezur-economic-regions-are-created-in-azerbaijan/ ;  
https://www.crisisgroup.org/content/nagorno-karabakh-conflict-visual-explainer",Level 1 in ARM002 + Level 1 in AZE002,REG013Minimal humanitarian conditions - Level 1,2024-06-30,Change in the data/methodology
