Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Complex crisis in Chad,TCD001,Chad,Illness cases reported,x,x,Low,3,x,x,TCD001Illness cases reported,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Injuries reported,x,x,Low,3,x,x,TCD001Injuries reported,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Landmass affected,1259200,CIA World Factbook,High,1,https://www.cia.gov/library/publications/resources/the-world-factbook/geos/print_cd.html,"The entire country is affected by three humanitarian crisis: food insecurity and malnutrition, population movements and lack of health assistance",TCD001Landmass affected,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Minimal humanitarian conditions - Level 1,9174645,OCHA 01/2020; OCHA 29/06/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hno2020_20200210.pdf; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hrp2020revision_20200616.pdf,2020 Revised HRP PIN applied to 2020 HNO ratios. According to OCHA HNO 2020 the whole population of Chad lives in an area affected by one or more humanitarian crises (Level 1). The number of People in need estimated in the HNO have been placed in severity levels 3 and 4. In addition it is estimated that around 3% of the country's population should be placed in Level 5.,TCD001Minimal humanitarian conditions - Level 1,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Moderate humanitarian conditions - Level 3,4736000,OCHA 01/2020; OCHA 29/06/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hno2020_20200210.pdf; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hrp2020revision_20200616.pdf,2020 Revised HRP PIN applied to 2020 HNO ratios. According to OCHA HNO 2020 the whole population of Chad lives in an area affected by one or more humanitarian crises (Level 1). The number of People in need estimated in the HNO have been placed in severity levels 3 and 4. In addition it is estimated that around 3% of the country's population should be placed in Level 5.,TCD001Moderate humanitarian conditions - Level 3,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,People affected,7607000,OCHA 01/2020; OCHA 29/06/2020,Low,3,https://www.humanitarianresponse.info/es/operations/chad/document/tchad-aper%C3%A7u-des-besoins-humanitaires-2020-hno-2020; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hno2020_20200210.pdf,2020 HNO Affected/PIN ratio applied to 2020 revised HRP PIN,TCD001People affected,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,People facing limited access constraints,x,x,Low,3,x,x,TCD001People facing limited access constraints,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,People facing restricted access constraints,x,x,Low,3,x,x,TCD001People facing restricted access constraints,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,People in Need,6400000,OCHA 01/2020; OCHA 29/06/2020,Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hno2020_20200210.pdf; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hrp2020revision_20200616.pdf,2020 Revised HRP PIN applied to 2020 HNO ratios. According to OCHA HNO 2020 the whole population of Chad lives in an area affected by one or more humanitarian crises (Level 1). The number of People in need estimated in the HNO have been placed in severity levels 3 and 4. In addition it is estimated that around 3% of the country's population should be placed in Level 5.,TCD001People in Need,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Severe humanitarian conditions - Level 4,1472000,OCHA 01/2020; OCHA 29/06/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hno2020_20200210.pdf; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hrp2020revision_20200616.pdf,2020 Revised HRP PIN applied to 2020 HNO ratios. According to OCHA HNO 2020 the whole population of Chad lives in an area affected by one or more humanitarian crises (Level 1). The number of People in need estimated in the HNO have been placed in severity levels 3 and 4. In addition it is estimated that around 3% of the country's population should be placed in Level 5.,TCD001Severe humanitarian conditions - Level 4,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Stressed humanitarian conditions - Level 2,1207000,OCHA 01/2020; OCHA 29/06/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hno2020_20200210.pdf; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/tcd_str_hrp2020revision_20200616.pdf,2020 Revised HRP PIN applied to 2020 HNO ratios. According to OCHA HNO 2020 the whole population of Chad lives in an area affected by one or more humanitarian crises (Level 1). The number of People in need estimated in the HNO have been placed in severity levels 3 and 4. In addition it is estimated that around 3% of the country's population should be placed in Level 5.,TCD001Stressed humanitarian conditions - Level 2,2020-12-22,Change in the data/methodology
Complex crisis in Congo,COG001,Congo,Total population,5598908,World Bank 2019; UNICEF 14/12/2020,Medium,2,https://databank.worldbank.org/data/reports.aspx?source=2&country=COG; https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"5,380,508 population estimate for 2019 + refugees and asylum seekers from CAR, DRC and Rwanda",COG001Total population,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Landmass affected,341500,CIA World Factbook 04/2020,High,1,https://www.cia.gov/the-world-factbook/static/de6af332054faf76fe05b98fd99891fe/CF-summary.pdf,Whole country is affected by the complex crisis,COG001Landmass affected,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People exposed,5598908,World Bank 2019; UNICEF 14/12/2020,Medium,2,https://databank.worldbank.org/data/reports.aspx?source=2&country=COG; https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"5,380,508 population estimate for 2019 + refugees and asylum seekers from CAR, DRC and Rwanda",COG001People exposed,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People affected,1200000,UNICEF 14/12/2020,Low,3,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Specific data for people affected is unavailable, PIN number is used instead",COG001People affected,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People displaced,295400,UNICEF 14/12/2020,Medium,2,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Includes refugees and asylum seekers from CAR, DRC and Rwanda as well as IDPs in Pool region",COG001People displaced,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Injuries reported,x,x,x,x,x,x,COG001Injuries reported,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Illness cases reported,x,x,x,x,x,x,COG001Illness cases reported,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Fatalities reported,x,x,x,x,x,Crisis does not involve conflict fatalities. Information on fatalities from other conflict drivers not available,COG001Fatalities reported,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Buildings damaged,x,x,x,x,x,x,COG001Buildings damaged,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Buildings destroyed,x,x,x,x,x,x,COG001Buildings destroyed,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Economic Losses,x,x,x,x,x,x,COG001Economic Losses,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People in Need,1200000,UNICEF 14/12/2020,Medium,2,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Disaggregated data on the severity of humanitarian needs not available. All PIN are considered L3, and no population is considered L2. All of the rest is L1",COG001People in Need,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Minimal humanitarian conditions - Level 1,4398908,UNICEF 14/12/2020,Low,3,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Disaggregated data on the severity of humanitarian needs not available. All PIN are considered L3, and no population is considered L2. All of the rest is L1",COG001Minimal humanitarian conditions - Level 1,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Stressed humanitarian conditions - Level 2,0,UNICEF 14/12/2020,Low,3,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Disaggregated data on the severity of humanitarian needs not available. All PIN are considered L3, and no population is considered L2. All of the rest is L1",COG001Stressed humanitarian conditions - Level 2,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Moderate humanitarian conditions - Level 3,1200000,UNICEF 14/12/2020,Low,3,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Disaggregated data on the severity of humanitarian needs not available. All PIN are considered L3, and no population is considered L2. All of the rest is L1",COG001Moderate humanitarian conditions - Level 3,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Severe humanitarian conditions - Level 4,0,UNICEF 14/12/2020,Low,3,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Disaggregated data on the severity of humanitarian needs not available. All PIN are considered L3, and no population is considered L2. All of the rest is L1",COG001Severe humanitarian conditions - Level 4,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Extreme humanitarian conditions - Level 5,0,UNICEF 14/12/2020,Low,3,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"Disaggregated data on the severity of humanitarian needs not available. All PIN are considered L3, and no population is considered L2. All of the rest is L1",COG001Extreme humanitarian conditions - Level 5,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Fatalities in all crises,x,x,x,x,x,Crisis does not involve conflict fatalities. Information on fatalities from other conflict drivers not available,COG001Fatalities in all crises,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Crisis affected groups,5,UNICEF 14/12/2020,High,1,https://www.unicef.org/media/87101/file/2021-HAC-Congo.pdf,"IDPs, Returnees, Host, Non-Host and refugees are affected by the complex crisis",COG001Crisis affected groups,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People facing limited access constraints,x,x,x,x,x,x,COG001People facing limited access constraints,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People facing restricted access constraints,x,x,x,x,x,x,COG001People facing restricted access constraints,2021-01-07,Humanitarian development
Complex crisis in Afghanistan,AFG001,Afghanistan,Crisis affected groups,5,"HNO 2021, World Bank 2020",Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/afghanistan_humanitarian_needs_overview_2021_0.pdf; https://data.worldbank.org/indicator/SP.POP.TOTL?locations=AF,"Total PIN according to HNO 2021 severity distribution is 18.4 million. There was a significant increase in PIN between 2020 and 2021 due to methodological changes, the effects of COVID-19 and increasing levels of food insecurity. Level 1 (exposed) is zero because the entire country population is considered to be affected to a certain degree - meaning no one in the country is only exposed to the crisis. Level 2 is therefore the entire country population (all are affected by various drivers - food insecurity, conflict, drought, etc.) minus the number of people in need. Level 3-5 are PIN figures using the figures from 2021. Level 3 = HNO levels 3. Level 4 = HNO level 4. According to HNO data, there are 500,000 people in severity level 5. This is a 500,000 people increase compared to the last HNO. ",AFG001Crisis affected groups,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Total population,1353520000,"GoI 2011, India Population 2018",Medium,2,https://www.census2011.co.in/states.php http://indiapopulation2018.in/population-of-telangana-2018.html ,Based on the 2011 Indian census. This information is likely outdated.,IND002Total population,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Landmass affected,222236,GoI 2011,Medium,2,https://www.census2011.co.in/states.php,The total geographic size of what India considers to be Jammu and Kashmir. ,IND002Landmass affected,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,People exposed,12541302,GoI 2011,Medium,2,https://www.census2011.co.in/states.php,The entire population in Jammu and Kashmir according to 2011 Census,IND002People exposed,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,People affected,x,x,x,x,x,"It is unclear how many people are directly affected. Recent escalations in conflict were concentrated in Srinagar and Puwama districts, though to a certain degree the entire area faces restrictions that could cause humanitarian needs (i.e. schools and markets closed, cerfews, communications blackouts) as well as insecurity caused by militants and Indian armed forces.",IND002People affected,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Moderate humanitarian conditions - Level 3,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Moderate humanitarian conditions - Level 3,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,People in Need,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002People in Need,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Minimal humanitarian conditions - Level 1,12541302,GoI 2011,Medium,2,https://www.census2011.co.in/states.php,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Minimal humanitarian conditions - Level 1,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Stressed humanitarian conditions - Level 2,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Stressed humanitarian conditions - Level 2,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Severe humanitarian conditions - Level 4,x,"x
",x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Severe humanitarian conditions - Level 4,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Extreme humanitarian conditions - Level 5,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Extreme humanitarian conditions - Level 5,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,People displaced,x,x,x,x,x,No conclusive information on displacement in the state available,IND002People displaced,2021-01-27,Humanitarian development
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,Severe humanitarian conditions - Level 4,0,UNCT Armenia 22/01/2021; UNHCR 17/01/2021,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Armenia%20Inter-Agency%20Response%20Plan.pdf; https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Armenia_Operational%20Update_%20Dec_Jan%202021.pdf,"The UNCT targets the entire displaced population, which we have placed in L3. The plan also targets 18,000 members of the host communiy, mainly to strengthen cohesion between host and displaced populations, they are placed L2",ARM002Severe humanitarian conditions - Level 4,2021-01-27,Change in the data/methodology
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,Extreme humanitarian conditions - Level 5,0,UNCT Armenia 22/01/2021; UNHCR 17/01/2021,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Armenia%20Inter-Agency%20Response%20Plan.pdf; https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Armenia_Operational%20Update_%20Dec_Jan%202021.pdf,"The UNCT targets the entire displaced population, which we have placed in L3. The plan also targets 18,000 members of the host communiy, mainly to strengthen cohesion between host and displaced populations, they are placed L2",ARM002Extreme humanitarian conditions - Level 5,2021-01-27,Change in the data/methodology
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,Crisis affected groups,2,UNCT Armenia 22/01/2021,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Armenia%20Inter-Agency%20Response%20Plan.pdf,"Host, IDPs",ARM002Crisis affected groups,2021-01-27,Change in the data/methodology
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",People exposed,5876631,World Bank 2019; UNHCR 17/01/2021; State Statistical Committee of the Republic of Azerbaijan,Medium,2,https://data.worldbank.org/country/AM; https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Armenia_Operational%20Update_%20Dec_Jan%202021.pdf; https://www.stat.gov.az/source/demoqraphy/ap/?lang=en,"Armenian populations + spontaneous arrivals registered in Armenia + population in the affected areas of Azerbaijan: Regions:  Ganja-Qazakh, Kalbajar-Lachin, Upper Karabakh. Districts/cities: Mingachevir, Yevlakh District, Yevlakh, Barda District, Aghjabadi District, Beylagan District",REG013People exposed,2021-01-27,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",People affected,2936900,State Statistical Committee of the Republic of Azerbaijan; UNCT Armenia 22/01/2021; UNHCR 17/01/2021,Low,3,"https://www.stat.gov.az/source/demoqraphy/ap/?lang=en; =CONCATENATE(""https://reliefweb.int/sites/reliefweb.int/files/resources/Armenia%20Inter-Agency%20Response%20Plan.pdf; "", G8)","In Azerbaijan, exposed population is considered affected due to shellings and population movement, and lack of more granular data. In Armenia, the two groups targetted by the UNCT response have been considered affected: the displaced population, and the host population",REG013People affected,2021-01-27,Change in the data/methodology
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",People displaced,93400,UNHCR 17/01/2021; Key Informant Interview 14/12/2020,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Armenia_Operational%20Update_%20Dec_Jan%202021.pdf,People displaced according to Armenian and an estimate of people in Azerbaijan displaced by the 2020 conflict that still hadn't returned (350-400),REG013People displaced,2021-01-27,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Total population,47076781,World Bank 2019,High,1,https://data.worldbank.org/country/ES,The total population of Spain ,ESP002Total population,2021-01-28,Humanitarian development
Multiple crisis in Mexico,MEX001,Mexico,Fatalities in all crises,3714,IOM Missing Migrants Project 2020; ACLED 01/08/2020-27/01/2021; OCHA 13/11/2020,Low,3,https://missingmigrants.iom.int/downloads; https://data.humdata.org/dataset/acled-data-for-mexico; https://reliefweb.int/sites/reliefweb.int/files/resources/MEXICO_Tormenta%20Eta%20y%20FF%2011%20OCHA_Flash%20Update%201%20%28ONUMX%29.pdf,Fatalaties by cartels/gangs/militias/authorities in last 6 months according to ACLED dataset (3454) + Figure of dead migrants along the US-Mexican border according to IOM data base (233) + hurricane related fatalities (27),MEX001Fatalities in all crises,2021-01-28,Humanitarian development
Criminal Violence in Mexico,MEX002,Mexico,Fatalities reported,3454,ACLED 01/08/2020-27/01/2021,Low,3,https://data.humdata.org/dataset/acled-data-for-mexico,Fatalaties by cartels/gangs/militias/authorities in last 6 months according to ACLED dataset,MEX002Fatalities reported,2021-01-28,Humanitarian development
Criminal Violence in Mexico,MEX002,Mexico,Fatalities in all crises,3714,IOM Missing Migrants Project 2020; ACLED 01/08/2020-27/01/2021; OCHA 13/11/2020,Low,3,https://missingmigrants.iom.int/downloads; https://data.humdata.org/dataset/acled-data-for-mexico; https://reliefweb.int/sites/reliefweb.int/files/resources/MEXICO_Tormenta%20Eta%20y%20FF%2011%20OCHA_Flash%20Update%201%20%28ONUMX%29.pdf,Fatalaties by cartels/gangs/militias/authorities in last 6 months according to ACLED dataset (3454) + Figure of dead migrants along the US-Mexican border according to IOM data base (233) + hurricane related fatalities (27),MEX002Fatalities in all crises,2021-01-28,Humanitarian development
Mixed Migration in Mexico,MEX003,Mexico,Fatalities in all crises,3714,IOM Missing Migrants Project 2020; ACLED 01/08/2020-27/01/2021; OCHA 13/11/2020,Low,3,https://missingmigrants.iom.int/downloads; https://data.humdata.org/dataset/acled-data-for-mexico; https://reliefweb.int/sites/reliefweb.int/files/resources/MEXICO_Tormenta%20Eta%20y%20FF%2011%20OCHA_Flash%20Update%201%20%28ONUMX%29.pdf,Fatalaties by cartels/gangs/militias/authorities in last 6 months according to ACLED dataset (3454) + Figure of dead migrants along the US-Mexican border according to IOM data base (233) + hurricane related fatalities (27),MEX003Fatalities in all crises,2021-01-28,Humanitarian development
Complex crisis in Guatemala,GTM001,Guatemala,Fatalities in all crises,1937,Instituto Nacional de Ciencias Forenses de Guatemala 12/2020; CONRED 16/12/2020,Medium,2,https://www.inacif.gob.gt/index.php/datos-numericos/informacion-mensual; https://conred.gob.gt/category/emergencia/emergencia-eta/,This is the total of homicides between July - December 2020 (latest month available) for the whole country (1.876) plus hurricane related deaths (61),GTM001Fatalities in all crises,2021-01-28,Humanitarian development
Nicaraguan refugees in Costa Rica,CRI002,Costa Rica,Total population,5197238,INEC Costa Rica 2011; World Bank 2019; UNHCR 20/08/2020 ,High,1,www.inec.go.cr/poblacion/estimaciones-y-proyecciones-de-poblacion; https://data.worldbank.org/country/CR; https://www.unhcr.org/news/stories/2020/8/5f3ea3734/nicaraguan-refugee-heals-wounds-persecution-costa-rica.html,"Projections of the 2020 population of Costa Rica based on 2011 Census data estimate that the population is of 5.111.238 people. The calculations already take into account migration flows. However, since the influx of 86.000 Nicaraguans since April 2018 is out of the ordinary, this figure was added to the projection. Reliability is set as high as the figure also comes  close to the 2019 estimation of the World Bank (5,047,561).",CRI002Total population,2021-01-28,Change in the data/methodology
Nicaraguan refugees in Costa Rica,CRI002,Costa Rica,People affected,86000,UNHCR 28/08/2020,Medium,2,https://www.unhcr.org/news/stories/2020/8/5f3ea3734/nicaraguan-refugee-heals-wounds-persecution-costa-rica.html,"Since the start of the Nicaraguan socio-economic crisis in April 2018 an estimated 86,000 Nicaraguans settled in Costa Rica. Host community is not really impacted by the number of Nicaraguans  residing in Costa Rica today (about 1.5% of the population). The actual number of Nicaraguans in the country might be higher as some might not be included in the refugee registration process.",CRI002People affected,2021-01-28,Humanitarian development
Nicaraguan refugees in Costa Rica,CRI002,Costa Rica,People displaced,86000,UNHCR 28/08/2020,Medium,2,https://www.unhcr.org/news/stories/2020/8/5f3ea3734/nicaraguan-refugee-heals-wounds-persecution-costa-rica.html,"Since the start of the Nicaraguan socio-economic crisis in April 2018 an estimated 86,000 Nicaraguans settled in Costa Rica. Host community is not really impacted by the number of Nicaraguans  residing in Costa Rica today (about 1.5% of the population). The actual number of Nicaraguans in the country might be higher as some might not be included in the refugee registration process.",CRI002People displaced,2021-01-28,Humanitarian development
Nicaraguan refugees in Costa Rica,CRI002,Costa Rica,People in Need,43000,UNHCR 31/10/2019; INEC Costa Rica; Government of Costa Rica; UNHCR 25/08/2020,Low,3,http://reporting.unhcr.org/sites/default/files/UNHCR%20Nicaragua%20Situation%20Fact%20Sheet%20-%20November%202018.pdf; https://www.unhcr.org/news/briefing/2020/3/5e6759934/years-political-social-crisis-nicaragua-forces-100000-flee.html; http://www.inec.go.cr/poblacion/estimaciones-y-proyecciones-de-poblacion; http://www.migracion.go.cr/Documentos%20compartidos/Centro%20de%20Estadísticas%20y%20Documentos/Documentos%20Varios/Plan%20Integral%20para%20la%20Atención%20de%20Flujos%20Migratorios%20Mixtos%202018%20-%202022.pdf; https://www.unhcr.org/news/stories/2020/8/5f3ea3734/nicaraguan-refugee-heals-wounds-persecution-costa-rica.html,"According to the United Nations High Commissioner for Refugees, 86.000 Nicaraguans have entered Costa Rica in the period April 2018- September 2020. 50% of  registered Nicaraguans have been identified as having special protection necessities,both legally and physically, as well as having serious medical conditions. As  disaggreated numbers of registered Nicaraguans are unavailable, the 50% figure has been taken from the total figure of registered Nicaraguans in Costa Rica and accounts for Level 3 severity. There is currently no exact number of people in need known. Level 1 is obtained subtracting the figures for people affected from the figure for people exposed. Level 2 is the remaining Nicaraguan population in Costa Rica. The hosting community is not really impacted by the limited number of Nicaraguans still residing in Costa Rica today and that is why it is not included beyond level 1.",CRI002People in Need,2021-01-28,Humanitarian development
Nicaraguan refugees in Costa Rica,CRI002,Costa Rica,Minimal humanitarian conditions - Level 1,1643561,UNHCR 31/10/2019; INEC Costa Rica; Government of Costa Rica; UNHCR 25/08/2020,Low,3,http://reporting.unhcr.org/sites/default/files/UNHCR%20Nicaragua%20Situation%20Fact%20Sheet%20-%20November%202018.pdf; https://www.unhcr.org/news/briefing/2020/3/5e6759934/years-political-social-crisis-nicaragua-forces-100000-flee.html; http://www.inec.go.cr/poblacion/estimaciones-y-proyecciones-de-poblacion; http://www.migracion.go.cr/Documentos%20compartidos/Centro%20de%20Estadísticas%20y%20Documentos/Documentos%20Varios/Plan%20Integral%20para%20la%20Atención%20de%20Flujos%20Migratorios%20Mixtos%202018%20-%202022.pdf; https://www.unhcr.org/news/stories/2020/8/5f3ea3734/nicaraguan-refugee-heals-wounds-persecution-costa-rica.html,"According to the United Nations High Commissioner for Refugees, 86.000 Nicaraguans have entered Costa Rica in the period April 2018- September 2020. 50% of  registered Nicaraguans have been identified as having special protection necessities,both legally and physically, as well as having serious medical conditions. As  disaggreated numbers of registered Nicaraguans are unavailable, the 50% figure has been taken from the total figure of registered Nicaraguans in Costa Rica and accounts for Level 3 severity. There is currently no exact number of people in need known. Level 1 is obtained subtracting the figures for people affected from the figure for people exposed. Level 2 is the remaining Nicaraguan population in Costa Rica. The hosting community is not really impacted by the limited number of Nicaraguans still residing in Costa Rica today and that is why it is not included beyond level 1.",CRI002Minimal humanitarian conditions - Level 1,2021-01-28,Humanitarian development
Nicaraguan refugees in Costa Rica,CRI002,Costa Rica,Stressed humanitarian conditions - Level 2,43000,UNHCR 31/10/2019; INEC Costa Rica; Government of Costa Rica; UNHCR 25/08/2020,Low,3,http://reporting.unhcr.org/sites/default/files/UNHCR%20Nicaragua%20Situation%20Fact%20Sheet%20-%20November%202018.pdf; https://www.unhcr.org/news/briefing/2020/3/5e6759934/years-political-social-crisis-nicaragua-forces-100000-flee.html; http://www.inec.go.cr/poblacion/estimaciones-y-proyecciones-de-poblacion; http://www.migracion.go.cr/Documentos%20compartidos/Centro%20de%20Estadísticas%20y%20Documentos/Documentos%20Varios/Plan%20Integral%20para%20la%20Atención%20de%20Flujos%20Migratorios%20Mixtos%202018%20-%202022.pdf; https://www.unhcr.org/news/stories/2020/8/5f3ea3734/nicaraguan-refugee-heals-wounds-persecution-costa-rica.html,"According to the United Nations High Commissioner for Refugees, 86.000 Nicaraguans have entered Costa Rica in the period April 2018- September 2020. 50% of  registered Nicaraguans have been identified as having special protection necessities,both legally and physically, as well as having serious medical conditions. As  disaggreated numbers of registered Nicaraguans are unavailable, the 50% figure has been taken from the total figure of registered Nicaraguans in Costa Rica and accounts for Level 3 severity. There is currently no exact number of people in need known. Level 1 is obtained subtracting the figures for people affected from the figure for people exposed. Level 2 is the remaining Nicaraguan population in Costa Rica. The hosting community is not really impacted by the limited number of Nicaraguans still residing in Costa Rica today and that is why it is not included beyond level 1.",CRI002Stressed humanitarian conditions - Level 2,2021-01-28,Humanitarian development
