Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210622,7550000,1749000,335000,x,x,488,x,x,#N/A,x,5801000,0,876000,873000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,41796,4202000,823000,72000,x,x,15,0,0,#N/A,0,3379000,0,823000,0,0,2,x,x,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,193523000,88772000,6011000,2416,5934949,3921,174000,x,#N/A,x,104750000,63958000,23706000,1108000,0,4,x,800000,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,18000000,8445000,581000,x,x,642,x,x,#N/A,x,9555000,5977000,2468000,0,0,5,x,x,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0
Lake Chad basin crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16100000,16100000,4637000,x,1529500,1374,x,x,#N/A,x,2000000,5800000,5900000,2200000,200000,4,x,800000,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,42748000,23239000,687000,x,x,1180,x,x,#N/A,49,19508000,15815000,6994000,431000,0,5,x,x,1.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,107000,107000,x,x,x,x,x,#N/A,x,12568000,0,107000,x,x,2,x,x,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,7198000,250000,250000,x,x,3,x,x,#N/A,x,6948000,250000,0,0,0,x,x,x,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,239633000,94415000,3730000,12900,x,1258,1200000,805000,#N/A,x,145218000,73815000,18503000,2097000,0,5,x,x,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4361000,x,x,x,x,3,x,x,#N/A,x,4361000,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,669831,33000000,33000000,33000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74180,58000,58000,58000,x,x,0,x,x,#N/A,x,0,23000,36000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,189315,34050000,14621000,1540000,x,x,5,x,x,#N/A,x,19429000,13571000,1050000,x,x,3,x,x,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,99949,26252000,161000,161000,x,x,150,x,x,#N/A,x,26092000,0,133000,x,x,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,31000,x,#N/A,140,#N/A,#N/A,#N/A,#N/A,2590000,0,233000,32000,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Displacement from Russia-Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,306100,38521000,959000,959000,x,x,0,x,x,#N/A,x,37562000,0,959000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,26172000,26172000,34000,x,x,7,x,x,#N/A,x,0,15254000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5483000,4643000,6162000,19958,x,15322,142500,26813,#N/A,x,841000,1543000,1837000,1115000,148000,5,x,x,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
Conflict in West Bank,"Conflict,Displacement,Socio-political,Violence",PSE003,Palestine,PSE,5660,3257000,2443000,2938000,5623,x,321,0,129,#N/A,x,814000,1543000,756000,108000,36000,5,x,x,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0
Conflict in Gaza,"Conflict,Displacement,Socio-political,Violence",PSE004,Palestine,PSE,365,2227000,2200000,3224000,14335,x,15001,142500,26684,#N/A,x,27000,0,1081000,1007000,112000,5,x,x,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
Lake Chad basin regional crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",368971,21538000,11099000,5482000,1,x,1897,0,4300,#N/A,5200000,10439000,0,5819000,4406000,874000,5,x,800000,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",235533,19360000,16991000,321000,x,x,86,x,x,#N/A,x,19360000,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",566255,96540000,34478000,24720000,x,x,2554,x,x,#N/A,x,62062000,13930000,14167000,6254000,127000,5,#N/A,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",150195,16294000,7964000,415000,x,x,127,x,x,#N/A,x,8330000,7588000,355000,21000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",4600608,124142000,1184000,1184000,x,x,1202,x,x,#N/A,x,122958000,566000,618000,x,x,4,x,x,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",3327774,131228000,330000,330000,x,x,122,x,x,#N/A,x,130898000,0,330000,x,x,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",37508,4978000,4978000,1285000,x,x,50,x,x,#N/A,x,0,1800000,1682000,1495000,0,4,x,x,2.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,3.0
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",2748567,83706000,66516000,443000,2242,542845,1853,437,437,#N/A,228,19881000,49867000,13475000,483000,0,5,#N/A,#N/A,2.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",28626,1421000,494000,129000,250,x,39,x,x,#N/A,x,927000,281000,213000,0,0,2,x,x,2.0,3.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",1955270,109329000,60471000,2686000,4893,17252,43000,x,x,#N/A,7852053,48858000,34551000,24640000,1280000,0,5,x,x,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",155377,27000000,17900000,3123000,117604,x,0,308000,10600,#N/A,x,9100000,14723000,3021000,150000,6000,5,x,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0
Displacement from Russia-Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,238396,19040000,83000,83000,x,x,0,x,x,#N/A,x,18957000,0,83000,x,x,2,x,x,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Russia,"Conflict,Displacement",RUS002,Russia,RUS,16376870,144800000,1244000,1244000,x,x,0,x,x,#N/A,x,143556000,0,1244000,x,x,2,x,x,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2517000,135000,135000,x,x,x,0,0,#N/A,0,2382000,0,135000,x,x,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,49800000,49800000,9692000,6000,x,271,48200,24800,#N/A,14851,0,25117000,10485000,8970000,5228000,5,x,x,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,89263,14770000,14770000,960000,x,x,2,x,x,#N/A,x,0,13676000,650000,218000,226000,2,#N/A,#N/A,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196712,17876000,5625000,4000,0,0,15,0,0,#N/A,x,12251000,4361000,1206000,57000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6300000,1115000,73000,x,1269,27,x,x,#N/A,977450,5185000,0,446000,669000,0,3,x,x,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,16900000,16900000,6252000,608,1800000,47769,x,x,#N/A,x,0,8788000,4056000,2535000,1521000,5,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,38000,38000,x,x,47,0,0,#N/A,0,2657000,0,38000,x,x,1,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12777000,12777000,6999000,x,2141832,4348,x,x,#N/A,14369,0,3370000,1410000,7896000,94000,5,x,1500000,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Russia-Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,48080,5544000,112000,112000,x,x,0,x,x,#N/A,x,5432000,0,112000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1188000,714000,0,0,0,10,#N/A,#N/A,#N/A,#N/A,475000,431000,268000,15000,0,1,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,22125000,22125000,15236000,x,x,1678,x,x,#N/A,x,0,6171000,11661000,4177000,116000,5,x,1160000,1.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,57285,13578000,8800000,2700000,11200,x,0,10000,10600,#N/A,x,4778000,4700000,2993000,1066000,41000,5,x,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1284000,18294000,5373000,1377000,x,x,72,x,x,#N/A,x,12921000,0,2531000,1744000,1098000,4,x,x,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,22320,908000,771000,260000,x,x,0,x,x,#N/A,x,137000,0,0,146000,626000,4,x,x,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,148765,3449000,1261000,200000,x,x,12,x,0,#N/A,x,2188000,0,0,0,1261000,2,x,x,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,374096,2509000,1434000,880000,x,x,9,x,0,#N/A,x,1076000,0,0,0,1434000,2,x,x,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,30342,3800000,91000,91000,x,x,25,x,x,#N/A,x,3709000,0,91000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,18330,3458000,x,x,x,x,25,x,x,#N/A,x,3458000,x,x,x,x,1,x,x,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,342000,91000,91000,0,x,0,x,x,#N/A,x,252000,0,91000,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0
Food Security Crisis in Timor-Leste,Food Security,TLS003,Timor Leste,TLS,14950,1359000,810000,0,0,x,0,x,x,#N/A,x,549000,549000,255000,7000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1531000,212000,36000,x,x,0,x,x,#N/A,x,1319000,174000,38000,x,x,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12486000,11000,11000,x,x,1202,0,0,#N/A,x,12475000,0,11000,x,x,4,x,x,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,333028,52050000,16617000,8142000,x,x,80,x,x,#N/A,x,27851000,19024000,4901000,275000,0,4,x,x,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,203090,42290000,7230000,3622000,x,x,0,0,0,#N/A,x,35060000,4936000,2041000,254000,0,2,x,x,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,140419,15736000,7869000,320000,x,x,1,0,0,#N/A,x,7867000,7588000,260000,21000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,81458,5833000,x,1200000,x,x,3,x,x,#N/A,x,x,x,x,x,x,3,x,x,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,98092,13422000,9100000,3000000,107204,x,0,3273605,298000,#N/A,34000000000,4322000,6500000,2600000,x,x,3,x,x,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,441435,25778000,19764000,261000,x,x,8,x,x,#N/A,x,6014000,18513000,1251000,0,0,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,187103,15015000,15015000,261000,0,x,8,x,x,#N/A,x,0,14754000,261000,0,0,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,357159,10763000,4749000,x,x,x,0,x,x,#N/A,x,6014000,3759000,990000,0,0,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,7411000,1568000,1568000,x,x,x,x,x,#N/A,x,5843000,0,1568000,x,x,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Russia-Ukraine conflict,"Conflict,Displacement",UKR002,Ukraine,UKR,603550,38560000,21379000,14150000,3580,x,15616,x,x,#N/A,x,17181000,3810000,11420000,1406000,4744000,2,x,x,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28302000,28302000,7723000,x,x,260,x,x,#N/A,x,0,9623000,3113000,15566000,0,5,x,x,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,32900000,27900000,6107000,1037,35674,1499,x,x,#N/A,x,5000000,6300000,8200000,7300000,6100000,4,x,x,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,46890,6243000,281000,281000,234,35674,87,x,x,#N/A,x,5961000,0,143000,84000,53000,2,x,x,0.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,9127000,8553000,0,0,757,9,0,0,#N/A,x,3265000,3825000,1979000,58000,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16792000,16792000,25000,0,4106,20,x,x,#N/A,x,0,13792000,3000000,0,0,4,x,x,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0
