Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74177,145000,96000,122000,x,x,61,x,x,#N/A,x,49000,2000,94000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,1280000,33359000,10081000,1570000,x,x,16,x,x,#N/A,x,23278000,8381000,1700000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence",PHL001,Philippines,PHL,300000,109033000,18784000,227000,879,x,365,1834669,411494,#N/A,66292500000,90249000,16159000,2626000,0,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,138354,26252000,113000,113000,x,x,190,x,x,#N/A,x,26139000,0,113000,0,0,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Typhoon RAI,Cyclone,PHL010,Philippines,PHL,195883.53,18662000,12057000,1000,0,x,0,1736710,403582,#N/A,66000000000,6606000,9657000,2400000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earthquake in Abra,Earthquake,PHL011,Philippines,PHL,32782,7083000,574000,50000,609,#N/A,11,35393,919,#N/A,31500000,6509000,525000,50000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,238000,95962000,6040000,63000,270,#N/A,164,62566,6993,#N/A,261000000,89922000,5977000,63000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,87000,#N/A,#N/A,155,#N/A,#N/A,#N/A,#N/A,2590000,0,178000,87000,0,4,#N/A,#N/A,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,147500,7944000,7584000,7584000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,360000,0,7584000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,25666000,25666000,34000,x,x,9,x,x,#N/A,x,0,15120000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5355000,5355000,6401000,2580,x,277,160000,11422,#N/A,x,0,3255000,1974000,126000,0,4,x,4950000,1.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",369002,20474000,16984000,5744000,x,x,1583,0,4300,#N/A,5200000,3490000,6212000,6409000,3452000,911000,5,x,800000,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",235533,16781000,16991000,x,x,x,161,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0
Syrian Regional Crisis,0,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",497843,89445000,39350000,23478000,x,x,915,x,x,#N/A,x,50095000,19843000,13072000,6309000,127000,5,#N/A,x,1.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0
Eastern Mediterranean Route ,0,REG006,"Turkey,Greece","TUR,GRC",180868,38031000,8990000,490000,x,x,187,x,x,#N/A,x,29041000,8787000,167000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",4345946,72266000,1224000,1224000,x,x,781,x,x,#N/A,x,71042000,0,1224000,0,0,4,x,x,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",2928041,94572000,429000,429000,x,x,253,x,x,#N/A,x,94144000,0,429000,0,0,4,x,x,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",45507,5343000,3043000,1304000,x,x,283,x,x,#N/A,x,2300000,0,1489000,1553000,0,4,x,x,2.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,3.0
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",2332808,63042000,38438000,172000,206,45411,1037,0,0,#N/A,0,24604000,21117000,15897000,1423000,0,4,#N/A,#N/A,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",35959,4452000,2860000,91000,x,x,14,x,x,#N/A,x,1593000,2833000,27000,0,0,2,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",1804170,92590000,56690000,1596000,x,5599046,35,x,x,#N/A,3500000,35900000,34635000,15738000,5702000,614000,5,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,62918,6606000,1557000,1557000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,5049000,0,1557000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2369000,127000,127000,x,x,x,0,0,#N/A,0,2255000,0,127000,0,0,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,48000000,30100000,5556000,122,x,1419,48200,24800,#N/A,14851,20500000,13500000,10200000,5500000,100000,5,x,x,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,89263,14770000,14770000,1139000,x,x,0,x,x,#N/A,x,0,13631000,1139000,0,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Floods in Sudan ,Floods,SDN006,Sudan,SDN,1840687,49800000,349000,139000,122,x,146,48200,24800,#N/A,14851,49451000,210000,139000,0,0,5,x,x,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,880145,17139000,17139000,168000,0,0,645,55,0,#N/A,0,0,9299000,3730000,4110000,0,2,0,0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196712,17258000,4452000,4000,0,0,15,0,0,#N/A,x,12806000,3681000,757000,13000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6700000,3200000,176000,x,1269,297,x,x,#N/A,977450,3500000,1500000,1700000,0,0,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,17803000,17803000,3757000,176,1800000,4192,x,x,#N/A,x,0,10003000,5320000,2180000,301000,5,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,34000,34000,x,x,6,0,0,#N/A,0,2660000,0,34000,0,0,1,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12777000,12777000,5459000,x,2018424,884,x,x,#N/A,14369,0,255000,1660000,10727000,128000,5,x,1500000,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,601297,11643000,1000000,182000,x,x,62,x,x,#N/A,x,10643000,0,1000000,0,0,5,x,x,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,15700,2524000,954000,954000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,1571000,0,954000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1174000,697000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,477000,438000,222000,37000,0,1,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,18523000,18523000,16647000,x,x,915,x,x,#N/A,x,0,3963000,9600000,4900000,60000,5,x,1160000,1.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1259200,16797000,7607000,1043000,x,x,196,x,x,#N/A,x,9175000,1207000,715000,1910000,3525000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,19915,1104000,827000,422000,x,x,120,x,x,#N/A,x,277000,0,0,0,827000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,154623,3187000,1248000,123000,x,x,196,x,0,#N/A,x,1939000,0,0,0,1248000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,205671,2448000,1281000,393000,x,x,196,x,0,#N/A,x,1167000,0,0,631000,650000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,220000,38000,38000,x,x,x,196,x,x,#N/A,x,0,20000,11000,6000,1000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,30342,3800000,91000,91000,x,x,18,x,x,#N/A,x,3709000,0,91000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,18330,3458000,x,x,x,x,18,x,x,#N/A,x,3458000,x,x,x,x,1,x,x,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,343000,91000,91000,0,x,x,x,x,#N/A,x,252000,0,91000,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0
Tonga Volcano Eruption,Volcano Eruption,TON002,Tonga,TON,720,105000,85000,0,0,x,0,2935,50,#N/A,x,20000,85000,0,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1403000,212000,34000,x,x,159,x,x,#N/A,x,1191000,177000,35000,0,0,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12391000,12000,12000,x,x,781,0,0,#N/A,x,12379000,0,12000,0,0,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex situation in Turkey,"Displacement,Conflict",TUR001,Turkey,TUR,373091,86757000,20908000,3908000,x,x,153,x,x,#N/A,x,82849000,1719000,1758000,430000,0,4,x,x,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Syrian Refugees in Turkey,Displacement,TUR002,Turkey,TUR,132028,36158000,12078000,3578000,x,x,x,0,0,#N/A,x,24080000,10074000,1610000,394000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed Migration Flows in Turkey,Displacement,TUR003,Turkey,TUR,177504,37626000,8830000,330000,x,x,186,0,0,#N/A,x,28796000,8645000,149000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,195587,12974000,x,x,x,x,134,x,x,#N/A,x,x,x,x,x,x,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,144996,14911000,12914000,247000,x,x,21,x,x,#N/A,x,1997000,12075000,744000,95000,0,2,x,x,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,72234,11393000,11393000,247000,0,x,2,x,x,#N/A,x,0,11146000,247000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,83058,3518000,1521000,x,x,x,0,x,x,#N/A,x,1997000,929000,497000,95000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,54111,6486000,2275000,1461000,x,101063,2465,x,x,#N/A,x,4211000,500000,1737000,38000,0,2,x,x,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,5240000,1461000,1461000,x,x,x,x,x,#N/A,x,3780000,0,1461000,0,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,27598,1246000,815000,x,x,101063,2465,x,x,#N/A,x,431000,500000,276000,38000,0,1,x,x,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,603628,43929000,43929000,22046000,x,x,6595,x,x,#N/A,x,0,26229000,11856000,5844000,0,2,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28400000,18739000,5600000,x,x,33,x,x,#N/A,x,9661000,222000,18517000,0,0,5,x,x,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,30491000,30491000,5668000,1037,35674,273,x,x,#N/A,x,0,7091000,14040000,5382000,3978000,4,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,46890,4969000,294000,294000,1037,35674,0,x,x,#N/A,x,4675000,0,132000,132000,29000,2,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,13490000,8553000,0,0,0,0,0,0,#N/A,x,4937000,6601000,1952000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16444000,9706000,23000,0,355,772,x,x,#N/A,x,6738000,2706000,6050000,950000,0,4,x,x,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0
