Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,31000,#N/A,#N/A,166,#N/A,#N/A,#N/A,#N/A,2590000,0,233000,32000,0,4,#N/A,#N/A,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,147500,1923000,1563000,1563000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,360000,0,1563000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,25666000,25666000,34000,x,x,13,x,x,#N/A,x,0,15120000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5355000,5355000,6401000,2580,x,154,160000,11422,#N/A,x,0,3255000,1974000,126000,0,4,x,4950000,1.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",369002,20474000,16984000,5744000,x,x,1583,0,4300,#N/A,5200000,3490000,6212000,6409000,3452000,911000,5,x,800000,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",235533,16781000,16991000,x,x,x,100,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0
Syrian Regional Crisis,0,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",497843,89443000,39310000,23366000,x,x,2598,x,x,#N/A,x,50132000,19827000,13053000,6304000,127000,5,#N/A,x,1.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0
Eastern Mediterranean Route ,0,REG006,"Turkey,Greece","TUR,GRC",180868,38031000,8990000,490000,x,x,188,x,x,#N/A,x,29041000,8787000,167000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",4345946,71194000,1247000,1247000,x,x,594,x,x,#N/A,x,69947000,0,1247000,0,0,4,x,x,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",2928041,95126000,452000,452000,x,x,149,x,x,#N/A,x,94674000,0,452000,0,0,4,x,x,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",37508,4965000,4965000,1298000,x,x,358,x,x,#N/A,x,0,1800000,1927000,1238000,0,4,x,x,2.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,3.0
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",2606909,71833000,41922000,523000,206,64239,1686,0,228,#N/A,228,29911000,23803000,16743000,1376000,0,4,#N/A,#N/A,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",35959,4452000,2860000,91000,x,x,13,x,x,#N/A,x,1593000,2833000,27000,0,0,2,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",1930880,94637000,58737000,5058000,4893,2206875,4917,x,x,#N/A,3500000,35900000,34782000,17784000,5144000,1027000,5,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,62918,5156000,107000,107000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,5049000,0,107000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2369000,127000,127000,x,x,x,0,0,#N/A,0,2255000,0,127000,0,0,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,49800000,29300000,5539000,122,x,1581,48200,24800,#N/A,14851,20500000,13500000,10200000,5500000,100000,5,x,x,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,89263,14770000,14770000,1129000,x,x,0,x,x,#N/A,x,0,13641000,1129000,0,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Floods in Sudan ,Floods,SDN006,Sudan,SDN,1840687,49800000,349000,139000,122,x,146,48200,24800,#N/A,14851,49451000,210000,139000,0,0,5,x,x,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,880145,17139000,17139000,182000,0,0,517,55,0,#N/A,0,0,9299000,3730000,4110000,0,2,0,0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196712,18276000,5847000,4000,0,0,15,0,0,#N/A,x,12429000,4971000,846000,30000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6700000,3200000,176000,x,1269,251,x,x,#N/A,977450,3500000,1500000,1700000,0,0,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,17803000,17803000,3758000,156,1800000,4893,x,x,#N/A,x,0,10003000,5541000,1937000,322000,5,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,35000,35000,x,x,8,0,0,#N/A,0,2660000,0,35000,0,0,1,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12777000,12777000,5459000,x,2018424,807,x,x,#N/A,14369,0,255000,1660000,10727000,128000,5,x,1500000,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,601297,11643000,1000000,182000,x,x,62,x,x,#N/A,x,10643000,0,1000000,0,0,5,x,x,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,15700,1676000,106000,106000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,1571000,0,106000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1174000,697000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,477000,438000,222000,37000,0,1,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,18523000,18523000,16577000,x,x,2598,x,x,#N/A,x,0,3963000,9600000,4900000,60000,5,x,1160000,1.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1259200,16797000,7607000,1081000,x,x,206,x,x,#N/A,x,9175000,1207000,715000,1910000,3525000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,19915,1104000,827000,405000,x,x,73,x,x,#N/A,x,277000,0,0,0,827000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,154623,3187000,1248000,125000,x,x,32,x,0,#N/A,x,1939000,0,0,0,1248000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,205671,2448000,1281000,404000,x,x,4,x,0,#N/A,x,1167000,0,0,631000,650000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,220000,38000,38000,x,x,x,6,x,x,#N/A,x,0,20000,11000,6000,1000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,30342,3800000,91000,91000,x,x,27,x,x,#N/A,x,3709000,0,91000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,18330,3458000,x,x,x,x,27,x,x,#N/A,x,3458000,x,x,x,x,1,x,x,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,342000,91000,91000,0,x,x,x,x,#N/A,x,252000,0,91000,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1403000,212000,34000,x,x,159,x,x,#N/A,x,1191000,177000,35000,0,0,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12410000,11000,11000,x,x,594,0,0,#N/A,x,12399000,0,11000,0,0,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,373091,86757000,20866000,3866000,x,x,125,x,x,#N/A,x,82891000,1701000,1740000,425000,0,4,x,x,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,132028,36158000,12036000,3536000,x,x,x,0,0,#N/A,x,24122000,10056000,1591000,389000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,177504,37626000,8830000,330000,x,x,186,0,0,#N/A,x,28796000,8645000,149000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,195587,12974000,x,x,x,x,134,x,x,#N/A,x,x,x,x,x,x,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,441435,25474000,19373000,247000,x,x,12,x,x,#N/A,x,6101000,18015000,1340000,18000,0,2,x,x,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,187103,14968000,14968000,247000,0,x,2,x,x,#N/A,x,0,14721000,247000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,357159,10506000,4405000,x,x,x,0,x,x,#N/A,x,6101000,3294000,1093000,18000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,54111,8967000,3832000,1481000,x,101063,2465,x,x,#N/A,x,5135000,1569000,2219000,44000,0,2,x,x,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,7721000,2987000,1481000,x,x,x,x,x,#N/A,x,4734000,1034000,1945000,9000,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,27598,1246000,844000,x,x,101063,2465,x,x,#N/A,x,401000,535000,274000,35000,0,1,x,x,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,603628,44322000,44322000,13911000,x,x,7068,x,x,#N/A,x,0,26722000,11137000,6463000,0,2,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28400000,18739000,5600000,x,x,320,x,x,#N/A,x,9661000,222000,18517000,0,0,5,x,x,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,32200000,28000000,211000,1037,35674,312,x,x,#N/A,x,4200000,4600000,10500000,7500000,5400000,4,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,46890,4965000,99000,99000,1037,35674,51,x,x,#N/A,x,4867000,0,44000,44000,10000,2,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,13490000,8553000,0,0,0,0,0,0,#N/A,x,4937000,6601000,1952000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16497000,9706000,85000,0,355,772,x,x,#N/A,x,6791000,2706000,6050000,950000,0,4,x,x,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0
