Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,1280000,34050000,14621000,1520000,x,x,89,x,x,#N/A,x,19429000,13571000,1050000,0,0,3,x,x,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,300000,109033000,6434000,111000,0,x,209,67775,8113,#N/A,261000000,102600000,6322000,111000,0,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,138354,26252000,106000,106000,x,x,209,x,x,#N/A,x,26146000,0,106000,0,0,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,238000,95962000,6328000,5000,0,#N/A,0,67775,8113,#N/A,261000000,89635000,6322000,5000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,31000,x,#N/A,40,#N/A,#N/A,#N/A,#N/A,2590000,0,233000,32000,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,147500,1360000,1000000,1000000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,360000,0,1000000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,26156000,26156000,34000,x,x,11,x,x,#N/A,x,0,15237000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5355000,5355000,6723000,6935,x,183,3408,173,#N/A,x,0,3255000,1335000,700000,65000,4,x,4950000,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0
Lake Chad basin regional crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",368971,21538000,11099000,6086000,1,x,1728,0,4300,#N/A,5200000,10439000,0,5819000,4406000,874000,5,x,800000,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",235533,19360000,16991000,321000,x,x,63,x,x,#N/A,x,19360000,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",566255,96540000,34478000,24720000,x,x,2554,x,x,#N/A,x,62062000,13930000,14167000,6254000,127000,5,#N/A,x,1.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",143783,16154000,794000,473000,x,x,214,x,x,#N/A,x,15360000,493000,280000,21000,0,2,x,x,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",4345946,71613000,1335000,1335000,x,x,1827,x,x,#N/A,x,70278000,558000,778000,0,0,4,x,x,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",2928041,95562000,442000,442000,x,x,100,x,x,#N/A,x,95121000,0,442000,0,0,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",37508,4972000,4972000,1299000,0,x,55,x,x,#N/A,x,0,1800000,1676000,1495000,0,4,x,x,2.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,3.0
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",2748567,89496000,68056000,463000,2242,482920,2556,437,437,#N/A,228,21440000,51569000,16393000,93000,0,5,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",28626,1474000,392000,96000,11,x,10,x,x,#N/A,x,1081000,295000,98000,0,0,2,x,x,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",1955270,106683000,60472000,2241000,4893,2206875,43000,x,x,#N/A,7852053,46211000,37451000,19902000,3079000,40000,5,x,x,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",155377,27000000,17900000,3500000,117604,x,57658,308000,10600,#N/A,x,9100000,14723000,3177000,0,0,5,x,x,2.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,62918,5186000,137000,137000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,5049000,0,137000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displacement from Ukraine conflict in Russia,"Conflict,Displacement",RUS002,Russia,RUS,16376870,1275000,1275000,1275000,x,x,119,x,x,#N/A,x,0,0,1275000,x,x,2,x,x,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2382000,133000,133000,x,x,x,0,0,#N/A,0,2249000,0,133000,0,0,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,49800000,49800000,5025000,4000,x,3518,48200,24800,#N/A,14851,0,25100000,17400000,7200000,100000,5,x,x,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,89263,14770000,14770000,1713000,x,x,14,x,x,#N/A,x,0,13626000,1144000,0,0,2,#N/A,#N/A,2.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,3.0
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,880145,17773000,17773000,749000,0,0,2430,55,0,#N/A,0,0,5630000,11364000,779000,0,2,0,0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196712,17876000,5625000,4000,0,0,15,0,0,#N/A,x,12251000,4361000,1206000,57000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6300000,1115000,73000,x,1269,89,x,x,#N/A,977450,5185000,0,446000,669000,0,3,x,x,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,16900000,16900000,6248000,608,1800000,47001,x,x,#N/A,x,0,8788000,4056000,2535000,1521000,5,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,36000,36000,x,x,5,0,0,#N/A,0,2658000,0,36000,0,0,1,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12777000,12777000,7053000,x,2141832,940,x,x,#N/A,14369,0,3370000,1410000,7896000,94000,5,x,1500000,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,15700,1673000,103000,103000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,1571000,0,103000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1174000,697000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,477000,438000,222000,37000,0,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,22100000,22100000,15403000,x,x,1660,x,x,#N/A,x,0,6163000,11804000,4022000,111000,5,x,1160000,2.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,57285,13578000,8800000,303000,11200,x,7259,10000,10600,#N/A,x,4778000,8223000,577000,x,x,5,x,x,2.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1284000,18294000,5373000,1289000,x,x,205,x,x,#N/A,x,12921000,0,2531000,1744000,1098000,5,x,x,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,22320,908000,771000,402000,x,x,14,x,x,#N/A,x,137000,0,0,146000,626000,4,x,x,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,148765,3449000,1261000,132000,x,x,78,x,0,#N/A,x,2188000,0,0,0,1261000,3,x,x,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,374096,2509000,1434000,593000,x,x,5,x,0,#N/A,x,1076000,0,0,0,1434000,3,x,x,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,30342,3800000,91000,91000,x,x,23,x,x,#N/A,x,3709000,0,91000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,18330,3458000,x,x,x,x,23,x,x,#N/A,x,3458000,x,x,x,x,1,x,x,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,342000,91000,91000,0,x,0,x,x,#N/A,x,252000,0,91000,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1531000,212000,35000,x,x,366,x,x,#N/A,x,1319000,174000,38000,0,0,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12452000,11000,11000,x,x,1727,0,0,#N/A,x,12441000,0,11000,0,0,4,x,x,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,333028,52050000,16654000,8379000,x,x,92,x,x,#N/A,x,35396000,11623000,4777000,254000,0,4,x,x,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,203090,42290000,6933000,3879000,x,x,x,0,0,#N/A,x,35357000,4784000,1916000,233000,0,2,x,x,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,140419,15736000,621000,300000,x,x,105,0,0,#N/A,x,15115000,339000,261000,21000,0,2,x,x,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,81458,5833000,x,1200000,x,x,3,x,x,#N/A,x,x,x,x,x,x,3,x,x,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,98092,13422000,9100000,3000000,107204,x,50783,3273605,298000,#N/A,34000000000,4322000,6500000,2600000,x,x,3,x,x,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,441435,25778000,19764000,255000,x,x,8,x,x,#N/A,x,6014000,18519000,1245000,0,0,2,x,x,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,187103,15015000,15015000,255000,0,x,4,x,x,#N/A,x,0,14760000,255000,0,0,2,x,x,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,357159,10763000,4749000,x,x,x,4,x,x,#N/A,x,6014000,3759000,990000,0,0,2,x,x,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,7404000,1562000,1562000,x,x,x,x,x,#N/A,x,5843000,0,1562000,0,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,603550,36241000,17542000,15762000,16384,x,9287,x,x,#N/A,x,18699000,0,11211000,1375000,4956000,2,x,x,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28302000,16690000,13000,x,x,688,x,x,#N/A,x,11612000,8990000,3990000,3710000,0,5,x,x,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0
Cyclone Judy and cyclone Kevin in Vanuatu,Cyclone,VUT003,Vanuatu,VUT,12190,335000,251000,5000,x,x,x,150323,x,#N/A,50000000,83000,101000,118000,32000,0,1,x,x,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,32900000,27900000,4821000,1037,35674,1805,x,x,#N/A,x,5000000,6300000,8200000,7300000,6100000,4,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,46890,5707000,281000,321000,226,35674,75,x,x,#N/A,x,5426000,0,143000,84000,53000,2,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,13490000,8553000,0,0,757,14,0,0,#N/A,x,4937000,6601000,1952000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16690000,16690000,25000,0,3163,51,x,x,#N/A,x,0,13690000,3000000,0,0,4,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
