Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Multiple crises in Algeria,DZA004,Algeria,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,DZA004Presence of mines and improvised explosive devices,2023-05-14,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,DZA004Restriction and obstruction of access to services and assistance,2023-05-14,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2,ACAPS Access Methodology,Medium,2,x,x,DZA004Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-14,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"DZA004Violence against personnel, facilities and assets",2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,HUN002Impediments to entry into country (bureaucratic and administrative),2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Interference into implementation of humanitarian activities,2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",0,ACAPS Access Methodology,Medium,2,x,x,"HUN002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Presence of mines and improvised explosive devices,2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Restriction and obstruction of access to services and assistance,2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,HUN002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-14,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"HUN002Violence against personnel, facilities and assets",2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,ITA002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,ITA002Impediments to entry into country (bureaucratic and administrative),2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Interference into implementation of humanitarian activities,1,ACAPS Access Methodology,Medium,2,x,x,ITA002Interference into implementation of humanitarian activities,2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,ITA002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",1,ACAPS Access Methodology,Medium,2,x,x,"ITA002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,ITA002Presence of mines and improvised explosive devices,2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,ITA002Restriction and obstruction of access to services and assistance,2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,ITA002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-14,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"ITA002Violence against personnel, facilities and assets",2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,MDA002Impediments to entry into country (bureaucratic and administrative),2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Interference into implementation of humanitarian activities,2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",0,ACAPS Access Methodology,Medium,2,x,x,"MDA002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Presence of mines and improvised explosive devices,2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Restriction and obstruction of access to services and assistance,2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,MDA002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-14,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"MDA002Violence against personnel, facilities and assets",2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Denial of existence of humanitarian needs or entitlements to assistance,2,ACAPS Access Methodology,Medium,2,x,x,PSE002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,PSE002Impediments to entry into country (bureaucratic and administrative),2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,PSE002Interference into implementation of humanitarian activities,2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,PSE002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"PSE002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Presence of mines and improvised explosive devices,2,ACAPS Access Methodology,Medium,2,x,x,PSE002Presence of mines and improvised explosive devices,2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Restriction and obstruction of access to services and assistance,3,ACAPS Access Methodology,Medium,2,x,x,PSE002Restriction and obstruction of access to services and assistance,2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,PSE002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-14,Humanitarian development
Conflict in Palestine,PSE002,Palestine,"Violence against personnel, facilities and assets",1,ACAPS Access Methodology,Medium,2,x,x,"PSE002Violence against personnel, facilities and assets",2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,Denial of existence of humanitarian needs or entitlements to assistance,2,ACAPS Access Methodology,Medium,2,x,x,YEM001Denial of existence of humanitarian needs or entitlements to assistance,2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,Impediments to entry into country (bureaucratic and administrative),3,ACAPS Access Methodology,Medium,2,x,x,YEM001Impediments to entry into country (bureaucratic and administrative),2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,Interference into implementation of humanitarian activities,3,ACAPS Access Methodology,Medium,2,x,x,YEM001Interference into implementation of humanitarian activities,2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,Ongoing insecurity/hostilities affecting humanitarian assistance,2,ACAPS Access Methodology,Medium,2,x,x,YEM001Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"YEM001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,Presence of mines and improvised explosive devices,2,ACAPS Access Methodology,Medium,2,x,x,YEM001Presence of mines and improvised explosive devices,2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,Restriction and obstruction of access to services and assistance,3,ACAPS Access Methodology,Medium,2,x,x,YEM001Restriction and obstruction of access to services and assistance,2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,YEM001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-14,Humanitarian development
Conflict in Yemen,YEM001,Yemen,"Violence against personnel, facilities and assets",2,ACAPS Access Methodology,Medium,2,x,x,"YEM001Violence against personnel, facilities and assets",2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,Denial of existence of humanitarian needs or entitlements to assistance,2,ACAPS Access Methodology,Medium,2,x,x,YEM002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,Impediments to entry into country (bureaucratic and administrative),3,ACAPS Access Methodology,Medium,2,x,x,YEM002Impediments to entry into country (bureaucratic and administrative),2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,Interference into implementation of humanitarian activities,3,ACAPS Access Methodology,Medium,2,x,x,YEM002Interference into implementation of humanitarian activities,2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,Ongoing insecurity/hostilities affecting humanitarian assistance,2,ACAPS Access Methodology,Medium,2,x,x,YEM002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"YEM002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,Presence of mines and improvised explosive devices,2,ACAPS Access Methodology,Medium,2,x,x,YEM002Presence of mines and improvised explosive devices,2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,Restriction and obstruction of access to services and assistance,3,ACAPS Access Methodology,Medium,2,x,x,YEM002Restriction and obstruction of access to services and assistance,2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,YEM002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-14,Humanitarian development
Mixed migration flows in Yemen,YEM002,Yemen,"Violence against personnel, facilities and assets",2,ACAPS Access Methodology,Medium,2,x,x,"YEM002Violence against personnel, facilities and assets",2023-05-14,Humanitarian development
Complex crisis in Afghanistan,AFG001,Afghanistan,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,AFG001Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Complex crisis in Afghanistan,AFG001,Afghanistan,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"AFG001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Complex crisis in Afghanistan,AFG001,Afghanistan,Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,AFG001Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Complex crisis in Afghanistan,AFG001,Afghanistan,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"AFG001Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Denial of existence of humanitarian needs or entitlements to assistance,2,ACAPS Access Methodology,Medium,2,x,x,BFA002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,BFA002Impediments to entry into country (bureaucratic and administrative),2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,BFA002Interference into implementation of humanitarian activities,2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,BFA002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"BFA002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,BFA002Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,BFA002Restriction and obstruction of access to services and assistance,2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,BFA002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,"Violence against personnel, facilities and assets",1,ACAPS Access Methodology,Medium,2,x,x,"BFA002Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,CAF001Denial of existence of humanitarian needs or entitlements to assistance,2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,CAF001Impediments to entry into country (bureaucratic and administrative),2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,CAF001Interference into implementation of humanitarian activities,2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,CAF001Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"CAF001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,CAF001Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,CAF001Restriction and obstruction of access to services and assistance,2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,CAF001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-15,Humanitarian development
Complex crisis in CAR,CAF001,CAR,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"CAF001Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,COD001Denial of existence of humanitarian needs or entitlements to assistance,2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,COD001Impediments to entry into country (bureaucratic and administrative),2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,COD001Interference into implementation of humanitarian activities,2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,COD001Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"COD001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,Presence of mines and improvised explosive devices,2,ACAPS Access Methodology,Medium,2,x,x,COD001Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,COD001Restriction and obstruction of access to services and assistance,2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,COD001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-15,Humanitarian development
Complex crisis in DRC,COD001,DRC,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"COD001Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,COG001Denial of existence of humanitarian needs or entitlements to assistance,2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,COG001Impediments to entry into country (bureaucratic and administrative),2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,COG001Interference into implementation of humanitarian activities,2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,COG001Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"COG001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,COG001Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,COG001Restriction and obstruction of access to services and assistance,2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,COG001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-15,Humanitarian development
Complex crisis in Congo,COG001,Congo,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"COG001Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,MLI001Denial of existence of humanitarian needs or entitlements to assistance,2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,MLI001Impediments to entry into country (bureaucratic and administrative),2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,MLI001Interference into implementation of humanitarian activities,2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,MLI001Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"MLI001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,MLI001Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Restriction and obstruction of access to services and assistance,3,ACAPS Access Methodology,Medium,2,x,x,MLI001Restriction and obstruction of access to services and assistance,2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,MLI001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-15,Humanitarian development
Complex crisis in Mali,MLI001,Mali,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"MLI001Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,SEN002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,SEN002Impediments to entry into country (bureaucratic and administrative),2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,SEN002Interference into implementation of humanitarian activities,2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,SEN002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",1,ACAPS Access Methodology,Medium,2,x,x,"SEN002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,Presence of mines and improvised explosive devices,1,ACAPS Access Methodology,Medium,2,x,x,SEN002Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,SEN002Restriction and obstruction of access to services and assistance,2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,SEN002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-15,Humanitarian development
Drought in Senegal,SEN002,Senegal,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"SEN002Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,Denial of existence of humanitarian needs or entitlements to assistance,2,ACAPS Access Methodology,Medium,2,x,x,UKR002Denial of existence of humanitarian needs or entitlements to assistance,2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,Impediments to entry into country (bureaucratic and administrative),2,ACAPS Access Methodology,Medium,2,x,x,UKR002Impediments to entry into country (bureaucratic and administrative),2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,UKR002Interference into implementation of humanitarian activities,2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,UKR002Ongoing insecurity/hostilities affecting humanitarian assistance,2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2,ACAPS Access Methodology,Medium,2,x,x,"UKR002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,UKR002Presence of mines and improvised explosive devices,2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,Restriction and obstruction of access to services and assistance,3,ACAPS Access Methodology,Medium,2,x,x,UKR002Restriction and obstruction of access to services and assistance,2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2,ACAPS Access Methodology,Medium,2,x,x,UKR002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2023-05-15,Humanitarian development
Conflict in Ukraine,UKR002,Ukraine,"Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"UKR002Violence against personnel, facilities and assets",2023-05-15,Humanitarian development
