id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_start_date,event_end_date,category,subcategory,type,subtype,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
160590.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,2888,2024-08-27 00:00:00,2024-08-27 00:00:00,2024-08-27 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/vnaslidok-vorozhoho-obstrilu-donechchyny-ie-poranenyi-politsiia-dokumentuie-naslidky-ataky-rf,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:21:55.560217Z,"Ukraine: 2,888 displacements (evacuated), 27 August - 27 August. According to the National Police of Ukraine, 2888 people have been evacuated in Donetsk Oblast on 27 August due to military operations.",https://www.npu.gov.ua/news/vnaslidok-vorozhoho-obstrilu-donechchyny-ie-poranenyi-politsiia-dokumentuie-naslidky-ataky-rf,Conflict
160775.0,Ukraine,UKR,50.048261,36.92859133333334,"[50.048261000000004, 36.92859133333334]",Triangulation,Conflict,total,7,2024-08-26 00:00:00,2024-08-26 00:00:00,2024-08-26 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/mynuloi-doby-rosiiany-masovano-obstriliuvaly-kharkivshchynu-odna-liudyna-zahynula-shche-odna-poranena-slidchi-zadokumentuvaly-voienni-zlochyny-rf,"Kupiansk Raion, Kharkiv Oblast, Ukraine; Vovchansk Raion, Kharkiv Oblast, Ukraine; Zolochiv Raion, Kharkiv Oblast, Ukraine","49.674801, 37.834202; 50.206001, 37.027191; 50.263981, 35.924381",District/Zone/Department (ADM2); District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin; Origin,Displacement without preventive evacuations reported,2024-09-04T08:56:52.262897Z,"Ukraine: 7 displacements (evacuated), 26 August - 26 August. According to the National Police of Ukraine, 7 people were evacuated from Kupiansk Raion, Vovchansk Raion, Zolochiv Raion on 26 August due to military operations.",https://www.npu.gov.ua/news/mynuloi-doby-rosiiany-masovano-obstriliuvaly-kharkivshchynu-odna-liudyna-zahynula-shche-odna-poranena-slidchi-zadokumentuvaly-voienni-zlochyny-rf,Conflict
160746.0,Ukraine,UKR,50.738972,25.307671,"[50.738972, 25.307671]",Recommended figure,Conflict,more than or equal to,3,2024-08-26 00:00:00,2024-08-26 00:00:00,2024-08-26 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,State Emergency Service of Ukraine (SESU),https://t.me/dsns_telegram/31620,"Lutsk, Луцька міська рада, Volyn Oblast, Ukraine","50.738972, 25.307671",County/City/town/Village/Woreda (ADM3),Origin,Unknown,2024-09-04T06:51:35.979863Z,"Ukraine: 3 displacements (destroyed housing), 26 August - 26 August. According to the State Emergency Service of Ukraine (SESU), a residential building was destroyed in Lutsk on August 26 due to military operations.",https://t.me/dsns_telegram/31620,Conflict
160589.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,2724,2024-08-26 00:00:00,2024-08-26 00:00:00,2024-08-26 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/troie-zhyteliv-donechchyny-zahynuly-ta-chetvero-otrymaly-poranennia-politsiia-zadokumentuvala-naslidky-rosiiskykh-atak,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:19:22.800341Z,"Ukraine: 2,724 displacements (evacuated), 26 August - 26 August. According to the National Police of Ukraine, 2724 people have been evacuated in Donetsk Oblast on 26 August due to military operations.",https://www.npu.gov.ua/news/troie-zhyteliv-donechchyny-zahynuly-ta-chetvero-otrymaly-poranennia-politsiia-zadokumentuvala-naslidky-rosiiskykh-atak,Conflict
160773.0,Ukraine,UKR,49.940401,37.4306965,"[49.940401, 37.430696499999996]",Triangulation,Conflict,total,42,2024-08-25 00:00:00,2024-08-25 00:00:00,2024-08-25 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/protiahom-doby-voroh-byv-po-tsyvilnii-infrastrukturi-kharkivshchyny-z-rszv-fvp-droniv-bpla-artylerii-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv-rf,"Kupiansk Raion, Kharkiv Oblast, Ukraine; Vovchansk Raion, Kharkiv Oblast, Ukraine","49.674801, 37.834202; 50.206001, 37.027191",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin,Displacement without preventive evacuations reported,2024-09-04T08:53:18.435419Z,"Ukraine: 42 displacements (evacuated), 25 August - 25 August. According to the National Police of Ukraine, 42 people were evacuated from Kupiansk Raion and Vovchansk Raion on 25 August due to military operations.",https://www.npu.gov.ua/news/protiahom-doby-voroh-byv-po-tsyvilnii-infrastrukturi-kharkivshchyny-z-rszv-fvp-droniv-bpla-artylerii-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv-rf,Conflict
160774.0,Ukraine,UKR,49.204342,37.274158,"[49.204342, 37.274158]",Triangulation,Conflict,total,15,2024-08-25 00:00:00,2024-08-25 00:00:00,2024-08-25 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10824,"Izium Municipality, Kharkiv Oblast, Ukraine","49.204342, 37.274158",District/Zone/Department (ADM2),Origin,Unknown,2024-09-04T08:55:18.766255Z,"Ukraine: 15 displacements (destroyed housing), 25 August - 25 August. According to the regional government, 6 houses were destroyed in Izium Municipality on 25 August due to military operations.",https://t.me/synegubov/10824,Conflict
160588.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,2738,2024-08-25 00:00:00,2024-08-25 00:00:00,2024-08-25 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/semero-zahyblykh-i-15-poranenykh-za-dobu-politsiia-donechchyny-dokumentuie-naslidky-udariv-rosii-po-tsyvilnykh,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:17:59.597342Z,"Ukraine: 2,738 displacements (evacuated), 25 August - 25 August. According to the National Police of Ukraine, 2738 people have been evacuated in Donetsk Oblast on 25 August due to military operations.",https://www.npu.gov.ua/news/semero-zahyblykh-i-15-poranenykh-za-dobu-politsiia-donechchyny-dokumentuie-naslidky-udariv-rosii-po-tsyvilnykh,Conflict
160752.0,Ukraine,UKR,47.620535,36.0295335,"[47.620535000000004, 36.0295335]",Recommended figure,Conflict,more than or equal to,5,2024-08-25 00:00:00,2024-08-24 00:00:00,2024-08-25 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/za-dvi-doby-okupanty-zavdaly-622-udary-po-terytorii-zaporizkoi-oblasti-na-mistsiakh-vorozhykh-vluchan-pratsiuvala-politsiia,"Polohy Raion, Zaporizhia Oblast, Ukraine; Vasylivske, Orikhiv Raion, Zaporizhia Oblast, Ukraine","47.444809, 36.224838; 47.796261, 35.834229",District/Zone/Department (ADM2); County/City/town/Village/Woreda (ADM3),Origin; Origin,Unknown,2024-09-04T07:35:57.020988Z,"Ukraine: 5 displacements (destroyed housing), 24 August - 25 August. According to the National Police of Ukraine, homes were destroyed in Vasylivske and Polohy Raion (Zaporizhia Oblast) on August 24 and 25 due to military operations.",https://www.npu.gov.ua/news/za-dvi-doby-okupanty-zavdaly-622-udary-po-terytorii-zaporizkoi-oblasti-na-mistsiakh-vorozhykh-vluchan-pratsiuvala-politsiia,Conflict
160772.0,Ukraine,UKR,50.206001,37.027191,"[50.206001, 37.027191]",Triangulation,Conflict,total,6,2024-08-24 00:00:00,2024-08-24 00:00:00,2024-08-24 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/na-kharkivshchyni-protiahom-doby-cherez-vorozhi-obstrily-postrazhdaly-19-tsyvilnykh-osib-sered-iakykh-dvoie-ditei-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv-rf,"Vovchansk Raion, Kharkiv Oblast, Ukraine","50.206001, 37.027191",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-09-04T08:50:35.514310Z,"Ukraine: 6 displacements (evacuated), 24 August - 24 August. According to the National Police of Ukraine, 6 people were evacuated from Vovchansk Raion on 24 August due to military operations.",https://www.npu.gov.ua/news/na-kharkivshchyni-protiahom-doby-cherez-vorozhi-obstrily-postrazhdaly-19-tsyvilnykh-osib-sered-iakykh-dvoie-ditei-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv-rf,Conflict
160587.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,4992,2024-08-24 00:00:00,2024-08-24 00:00:00,2024-08-24 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/piatero-zhyteliv-donechchyny-zaznaly-poranen-cherez-rosiiski-obstrily,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:16:36.240754Z,"Ukraine: 4,992 displacements (evacuated), 24 August - 24 August. According to the National Police of Ukraine, 4992 people have been evacuated in Donetsk Oblast on 24 August due to military operations.",https://www.npu.gov.ua/news/piatero-zhyteliv-donechchyny-zaznaly-poranen-cherez-rosiiski-obstrily,Conflict
160586.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,3174,2024-08-23 00:00:00,2024-08-23 00:00:00,2024-08-23 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/odyn-zahyblyi-i-visim-poranenykh-zhyteliv-donechchyny-za-dobu-politsiia-dokumentuie-naslidky-rosiiskykh-atak,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:14:26.282462Z,"Ukraine: 3,174 displacements (evacuated), 23 August - 23 August. According to the National Police of Ukraine, 3174 people have been evacuated in Donetsk Oblast on 23 August due to military operations.",https://www.npu.gov.ua/news/odyn-zahyblyi-i-visim-poranenykh-zhyteliv-donechchyny-za-dobu-politsiia-dokumentuie-naslidky-rosiiskykh-atak,Conflict
160771.0,Ukraine,UKR,49.82469666666666,36.959611333333335,"[49.82469666666666, 36.959611333333335]",Triangulation,Conflict,total,9,2024-08-23 00:00:00,2024-08-23 00:00:00,2024-08-23 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/zahynuly-chotyry-liudyny-distaly-poranennia-troie-tsyvilnykh-osib-ta-troie-politseiskykh-slidchi-kharkivshchyny-zadokumentuvaly-naslidky-voiennykh-zlochyniv,"Chuhuiv Raion, Kharkiv Oblast, Ukraine; Kharkiv city rada, Kharkiv Oblast, Ukraine; Kupiansk Raion, Kharkiv Oblast, Ukraine","49.807861, 36.772362; 49.991428, 36.27227; 49.674801, 37.834202",District/Zone/Department (ADM2); District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin; Origin,Displacement without preventive evacuations reported,2024-09-04T08:49:01.531503Z,"Ukraine: 9 displacements (evacuated), 23 August - 23 August. According to the National Police of Ukraine, 9 people were evacuated from Chuhuiv Raion, Kharkiv city rada and Kupiansk Raion on 23 August due to military operations.",https://www.npu.gov.ua/news/zahynuly-chotyry-liudyny-distaly-poranennia-troie-tsyvilnykh-osib-ta-troie-politseiskykh-slidchi-kharkivshchyny-zadokumentuvaly-naslidky-voiennykh-zlochyniv,Conflict
160585.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,3174,2024-08-22 00:00:00,2024-08-22 00:00:00,2024-08-22 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/chotyry-liudyny-zahynuly-try-poraneni-politseiski-dokumentuiut-naslidky-rosiiskykh-obstriliv-na-donechchyni,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:09:05.346541Z,"Ukraine: 3,174 displacements (evacuated), 22 August - 22 August. According to the National Police of Ukraine, 3174 people have been evacuated in Donetsk Oblast on 22 August due to military operations.",https://www.npu.gov.ua/news/chotyry-liudyny-zahynuly-try-poraneni-politseiski-dokumentuiut-naslidky-rosiiskykh-obstriliv-na-donechchyni,Conflict
160770.0,Ukraine,UKR,49.807861,36.772362,"[49.807861, 36.772362]",Triangulation,Conflict,total,5,2024-08-22 00:00:00,2024-08-22 00:00:00,2024-08-22 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/cherez-rosiiski-obstrily-zahynuv-tsyvilnyi-cholovik-11-distaly-poranennia-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv,"Chuhuiv Raion, Kharkiv Oblast, Ukraine","49.807861, 36.772362",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-09-04T08:47:38.384655Z,"Ukraine: 5 displacements (evacuated), 22 August - 22 August. According to the National Police of Ukraine, 5 people were evacuated from Chuhuiv Raion on 22 August due to military operations.",https://www.npu.gov.ua/news/cherez-rosiiski-obstrily-zahynuv-tsyvilnyi-cholovik-11-distaly-poranennia-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv,Conflict
160769.0,Ukraine,UKR,49.8996445,36.522316,"[49.8996445, 36.522316000000004]",Triangulation,Conflict,total,8,2024-08-21 00:00:00,2024-08-21 00:00:00,2024-08-21 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/postrazhdaly-troie-tsyvilnykh-meshkantsiv-kharkivshchyny-slidchi-zadokumentuvaly-voienni-zlochyny-rf,"Chuhuiv Raion, Kharkiv Oblast, Ukraine; Kharkiv city rada, Kharkiv Oblast, Ukraine","49.807861, 36.772362; 49.991428, 36.27227",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin,Displacement without preventive evacuations reported,2024-09-04T08:46:20.143246Z,"Ukraine: 8 displacements (evacuated), 21 August - 21 August. According to the National Police of Ukraine, 8 people were evacuated from Chuhuiv Raion and Kharkiv city rada on 21 August due to military operations.",https://www.npu.gov.ua/news/postrazhdaly-troie-tsyvilnykh-meshkantsiv-kharkivshchyny-slidchi-zadokumentuvaly-voienni-zlochyny-rf,Conflict
160584.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,5167,2024-08-21 00:00:00,2024-08-21 00:00:00,2024-08-21 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/odyn-zahyblyi-chetvero-poranenykh-i-ponad-120-ruinuvan-naslidky-rosiiskoi-ahresii-na-donechchyni-za-dobu,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:07:42.274332Z,"Ukraine: 5,167 displacements (evacuated), 21 August - 21 August. According to the National Police of Ukraine, 5167 people have been evacuated in Donetsk Oblast on 21 August due to military operations.",https://www.npu.gov.ua/news/odyn-zahyblyi-chetvero-poranenykh-i-ponad-120-ruinuvan-naslidky-rosiiskoi-ahresii-na-donechchyni-za-dobu,Conflict
160583.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,3426,2024-08-20 00:00:00,2024-08-20 00:00:00,2024-08-20 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/rosiiany-vbyly-piatokh-meshkantsiv-donechchyny-shche-semero-zaznaly-poranen-politseiski-dokumentuiut-voienni-zlochyny,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:05:53.165434Z,"Ukraine: 3,426 displacements (evacuated), 20 August - 20 August. According to the National Police of Ukraine, 3426 people have been evacuated in Donetsk Oblast on 20 August due to military operations.",https://www.npu.gov.ua/news/rosiiany-vbyly-piatokh-meshkantsiv-donechchyny-shche-semero-zaznaly-poranen-politseiski-dokumentuiut-voienni-zlochyny,Conflict
160751.0,Ukraine,UKR,47.14571,35.73764,"[47.14571, 35.73764]",Triangulation,Conflict,more than or equal to,5,2024-08-19 00:00:00,2024-08-19 00:00:00,2024-08-19 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/za-dvi-doby-okupanty-zavdaly-704-udary-po-terytorii-zaporizkoi-oblasti-na-mistsiakh-vorozhykh-vluchan-pratsiuvala-politsiia,"Zaporizhia Oblast, Ukraine","47.14571, 35.73764",State/Region/Province (ADM1),Origin,Unknown,2024-09-04T07:32:35.493191Z,"Ukraine: 5 displacements (destroyed housing), 19 August - 19 August. According to the National Police of Ukraine, houses were destroyed in the front-line settlements of Zaporizhia Oblast on August 19 due to military operations.",https://www.npu.gov.ua/news/za-dvi-doby-okupanty-zavdaly-704-udary-po-terytorii-zaporizkoi-oblasti-na-mistsiakh-vorozhykh-vluchan-pratsiuvala-politsiia,Conflict
160582.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,3097,2024-08-19 00:00:00,2024-08-19 00:00:00,2024-08-19 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/troie-zahyblykh-i-deviat-poranenykh-za-dobu-politsiia-donechchyny-dokumentuie-naslidky-rosiiskykh-udariv-po-tsyvilnomu-naselenniu,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:04:22.701738Z,"Ukraine: 3,097 displacements (evacuated), 19 August - 19 August. According to the National Police of Ukraine, 3097 people have been evacuated in Donetsk Oblast on 19 August due to military operations.",https://www.npu.gov.ua/news/troie-zahyblykh-i-deviat-poranenykh-za-dobu-politsiia-donechchyny-dokumentuie-naslidky-rosiiskykh-udariv-po-tsyvilnomu-naselenniu,Conflict
160581.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,1565,2024-08-18 00:00:00,2024-08-18 00:00:00,2024-08-18 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/rosiiany-obstrilialy-14-naselenykh-punktiv-donechchyny-dvoie-liudei-zahynulo-visim-zaznaly-poranen,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:02:41.573142Z,"Ukraine: 1,565 displacements (evacuated), 18 August - 18 August. According to the National Police of Ukraine, 1565 people have been evacuated in Donetsk Oblast on 18 August due to military operations.",https://www.npu.gov.ua/news/rosiiany-obstrilialy-14-naselenykh-punktiv-donechchyny-dvoie-liudei-zahynulo-visim-zaznaly-poranen,Conflict
160768.0,Ukraine,UKR,49.741331,37.303282,"[49.741331, 37.303281999999996]",Triangulation,Conflict,total,4,2024-08-18 00:00:00,2024-08-18 00:00:00,2024-08-18 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/kharkivshchynu-voroh-atakuvav-dronamy-byv-z-rszv-urahan-tornado-artylerii-poranena-zhinka-slidchi-zadokumentuvaly-voienni-zlochyny-rf,"Chuhuiv Raion, Kharkiv Oblast, Ukraine; Kupiansk Raion, Kharkiv Oblast, Ukraine","49.807861, 36.772362; 49.674801, 37.834202",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin,Displacement without preventive evacuations reported,2024-09-04T08:45:07.734852Z,"Ukraine: 4 displacements (evacuated), 18 August - 18 August. According to the National Police of Ukraine, 4 people were evacuated from Kupiansk Raion and Chuhuiv Raion on 18 August due to military operations.",https://www.npu.gov.ua/news/kharkivshchynu-voroh-atakuvav-dronamy-byv-z-rszv-urahan-tornado-artylerii-poranena-zhinka-slidchi-zadokumentuvaly-voienni-zlochyny-rf,Conflict
160765.0,Ukraine,UKR,50.138599,35.523251,"[50.138599, 35.523251]",Triangulation,Conflict,total,3,2024-08-17 00:00:00,2024-08-17 00:00:00,2024-08-17 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10733,"Bohodukhiv Raion, Kharkiv Oblast, Ukraine","50.138599, 35.523251",District/Zone/Department (ADM2),Origin,Unknown,2024-09-04T08:43:36.087956Z,"Ukraine: 3 displacements (destroyed housing), 17 August - 17 August. According to the regional government, a house was destroyed in Bohodukhiv Raion on 17 August due to military operations.",https://t.me/synegubov/10733,Conflict
160764.0,Ukraine,UKR,49.674801,37.834202,"[49.674801, 37.834202]",Triangulation,Conflict,total,2,2024-08-17 00:00:00,2024-08-17 00:00:00,2024-08-17 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/rosiiany-byly-po-kharkivshchyni-z-rszv-artylerii-atakuvaly-dronamy-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv,"Kupiansk Raion, Kharkiv Oblast, Ukraine","49.674801, 37.834202",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-09-04T08:41:40.375056Z,"Ukraine: 2 displacements (evacuated), 17 August - 17 August. According to the National Police of Ukraine, 2 people were evacuated from Kupiansk Raion on 17 August due to military operations.",https://www.npu.gov.ua/news/rosiiany-byly-po-kharkivshchyni-z-rszv-artylerii-atakuvaly-dronamy-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv,Conflict
160580.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,2610,2024-08-17 00:00:00,2024-08-17 00:00:00,2024-08-17 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/dvi-liudyny-zahynuly-ta-dvi-poraneni-vnaslidok-rosiiskykh-atak-na-donechchyni,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-09-03T08:01:17.651664Z,"Ukraine: 2,610 displacements (evacuated), 17 August - 17 August. According to the National Police of Ukraine, 2610 people have been evacuated in Donetsk Oblast on 17 August due to military operations.",https://www.npu.gov.ua/news/dvi-liudyny-zahynuly-ta-dvi-poraneni-vnaslidok-rosiiskykh-atak-na-donechchyni,Conflict
160763.0,Ukraine,UKR,50.206001,37.027191,"[50.206001, 37.027191]",Triangulation,Conflict,total,3,2024-08-16 00:00:00,2024-08-16 00:00:00,2024-08-16 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/vnaslidok-vorozhykh-obstriliv-prykordonnia-kharkivshchyny-zahynula-zhinka-slidchi-zadokumentuvaly-voienni-zlochyny-rf,"Vovchansk Raion, Kharkiv Oblast, Ukraine","50.206001, 37.027191",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-09-04T08:39:46.546479Z,"Ukraine: 3 displacements (evacuated), 16 August - 16 August. According to the National Police of Ukraine, 3 people were evacuated from Vovchansk District on 16 August due to military operations.",https://www.npu.gov.ua/news/vnaslidok-vorozhykh-obstriliv-prykordonnia-kharkivshchyny-zahynula-zhinka-slidchi-zadokumentuvaly-voienni-zlochyny-rf,Conflict
